recordDate,fiscalQuarter,productionDept,dayOfWeek,team,plannedEfficiency,standardMinuteValue,workInProgress,overtimeMinutes,performanceBonus,idleMinutes,idleWorkers,styleChangeCount,workerCount,efficiencyScore
03-05-2015,Q1,Finishing & Quality,Thursday,Line-P1,0.8,2.9,,1200,0,0,0,No Style Change,10,0.927291667
03-01-2015,Q1,Stitching Unit,Sunday,Line-C2,0.75,29.4,622,6240,56,0,0,No Style Change,57,0.75075
1/21/2015,Q3, Finishing & Quality ,Wednesday,Line-C2,0.8,2.9,,2400,0,0,0,No Style Change,8,0.594871795
2/18/2015,Q3,Stitching Unit,Wednesday,Line-S3,0.7,30.1,1057,0,40,0,0,Minor Style Revision,58,0.700603448
03-04-2015,Q1,Finishing & Quality,Wednesday,Line-P2,0.8,4.6,,1080,0,0,0,No Style Change,9,0.885925926
1/22/2015,Q4, Finishing & Quality ,Thursday,Line-S1,0.7,3.94,,15000,0,0,0,No Style Change,25,0.649662222
1/26/2015,Q4,Stitching Unit,Monday,Line-C2,0.6,15.09,1519,360,23,0,0,No Style Change,52,0.600143365
1/15/2015,Q3,Stitching Unit,Thursday,Line-S1,0.8,26.16,1160,10620,75,0,0,No Style Change,59,0.850502311
2/14/2015,Q2,Stitching Unit,Saturday,Line-F1,0.75,30.1,481,7140,0,0,0,Minor Style Revision,59,0.750392157
2/28/2015,Q4,Stitching Unit,Saturday,Line-Q2,0.7,21.82,1448,6120,40,0,0,Minor Style Revision,51,0.700236601
1/26/2015,Q4,Stitching Unit,Monday,Line-F3,0.8,11.61,1072,5760,50,0,0,No Style Change,32,0.800386364
1/24/2015,Q4, Finishing & Quality ,Saturday,Line-C2,0.8,2.9,,1620,0,0,0,No Style Change,9,0.910521886
02-12-2015,Q2,Finishing & Quality,Thursday,Line-S1,0.8,3.94,,1440,0,0,0,No Style Change,12,0.664875
01-11-2015,Q2,Stitching Unit,Sunday,Line-C1,0.8,25.9,1012,10170,45,0,0,No Style Change,56.5,0.850136766
01-01-2015,Q1,Finishing & Quality,Thursday,Line-P1,0.7,4.15,,1440,0,0,0,No Style Change,12,0.436326389
03-09-2015,Q2,Finishing & Quality,Monday,Line-F1,0.75,3.94,,0,960,0,0,No Style Change,8,0.7953875
2/17/2015,Q3,Stitching Unit,Tuesday,Line-F3,0.75,18.79,726,3360,0,0,0,No Style Change,33,0.750621354
02-03-2015,Q1,Stitching Unit,Tuesday,Line-C1,0.7,24.26,1639,6720,0,0,0,No Style Change,56,0.541517857
01-05-2015,Q1, Finishing & Quality ,Monday,Line-S1,0.8,3.94,,1920,0,0,0,No Style Change,8,0.961059028
1/15/2015,Q3,Stitching Unit,Thursday,Line-S3,0.5,22.52,1102,10170,30,0,0,No Style Change,56.5,0.660683293
03-08-2015,Q2,Stitching Unit,Sunday,Line-F3,0.6,23.41,1266,2520,23,0,0,Minor Style Revision,38,0.601037091
1/17/2015,Q3, Finishing & Quality ,Saturday,Line-F2,0.65,4.15,,2700,0,0,0,No Style Change,15,0.98719697
2/18/2015,Q3,Finishing & Quality,Wednesday,Line-C1,0.7,5.13,,960,0,0,0,No Style Change,8,0.671875
1/21/2015,Q3, Finishing & Quality ,Wednesday,Line-S1,0.65,3.94,,2400,0,0,0,No Style Change,8,0.505128205
2/22/2015,Q4,Finishing & Quality,Sunday,Line-Q2,0.8,3.94,,960,0,0,0,No Style Change,8,0.385791667
2/17/2015,Q3,Stitching Unit,Tuesday,Line-S3,0.7,30.1,1422,6960,50,0,0,Minor Style Revision,58,0.700603448
03-03-2015,Q1,Finishing & Quality,Tuesday,Line-F1,0.7,3.94,,3360,0,0,0,No Style Change,8,0.555430556
02-11-2015,Q2,Finishing & Quality,Wednesday,Line-F2,0.7,4.15,,240,0,0,0,No Style Change,2,0.87
03-11-2015,Q2,Stitching Unit,Wednesday,Line-Q1,0.75,18.79,290,5040,45,0,0,No Style Change,52,0.750347333
02-01-2015,Q1, Finishing & Quality ,Sunday,Line-S2,0.8,3.94,,1200,0,0,0,No Style Change,10,0.912766667
2/22/2015,Q4,Stitching Unit,Sunday,Line-C2,0.7,29.4,1146,6840,40,0,0,Major Design Shift,57,0.700614035
2/23/2015,Q4,Stitching Unit,Monday,Line-S2,0.7,30.33,577,2160,30,0,0,Minor Style Revision,58,0.700623
1/27/2015,Q4,Stitching Unit,Tuesday,Line-S2,0.75,22.52,1635,6840,119,0,0,No Style Change,57,1.000230409
1/24/2015,Q4, Finishing & Quality ,Saturday,Line-F2,0.7,4.15,,2700,0,0,0,No Style Change,15,0.966666667
02-09-2015,Q2,Finishing & Quality,Monday,Line-S1,0.8,3.94,,1200,0,0,0,No Style Change,10,0.962016667
2/24/2015,Q4,Stitching Unit,Tuesday,Line-F2,0.8,30.1,450,7140,50,0,0,No Style Change,60,0.800137255
2/26/2015,Q4,Finishing & Quality,Thursday,Line-Q2,0.7,2.9,,3360,0,0,0,No Style Change,8,0.410833333
1/22/2015,Q4,Stitching Unit,Thursday,Line-F3,0.8,11.61,955,6360,63,0,0,No Style Change,32,0.800191989
1/24/2015,Q4, Finishing & Quality ,Saturday,Line-S2,0.75,3.94,,1440,0,0,0,No Style Change,8,0.578314394
01-05-2015,Q1,Stitching Unit,Monday,Line-S2,0.8,28.08,757,6900,50,0,0,No Style Change,57.5,0.800076522
03-08-2015,Q2,Finishing & Quality,Sunday,Line-P1,0.8,2.9,,960,0,0,0,No Style Change,8,0.755208333
2/19/2015,Q3,Finishing & Quality,Thursday,Line-C2,0.7,5.13,,1920,0,0,0,No Style Change,8,0.672135417
1/29/2015,Q5,Stitching Unit,Thursday,Line-S3,0.8,22.52,1287,6840,100,0,0,No Style Change,57,0.950185965
03-04-2015,Q1,Stitching Unit,Wednesday,Line-Q2,0.7,21.82,1334,5760,30,0,0,No Style Change,53,0.700058333
02-04-2015,Q1,Finishing & Quality,Wednesday,Line-F3,0.7,2.9,,960,0,0,0,No Style Change,8,0.531666667
01-07-2015,Q1,Stitching Unit,Wednesday,Line-S2,0.8,28.08,776,10350,63,0,0,No Style Change,57.5,0.800594466
1/25/2015,Q4, Finishing & Quality ,Sunday,Line-S2,0.75,3.94,,1440,0,0,0,No Style Change,8,0.970075758
02-04-2015,Q1,Stitching Unit,Wednesday,Line-Q2,0.8,22.52,1108,6720,113,0,0,No Style Change,56,0.999995238
02-04-2015,Q1,Finishing & Quality,Wednesday,Line-C2,0.7,4.15,,3000,0,0,0,No Style Change,25,0.915766667
01-06-2015,Q1,Stitching Unit,Tuesday,Line-Q1,0.8,26.16,1305,10620,75,0,0,No Style Change,59,0.850502311
03-09-2015,Q2,Stitching Unit,Monday,Line-C2,0.65,30.48,953,6720,26,0,0,Minor Style Revision,56,0.650421429
1/29/2015,Q5,Stitching Unit,Thursday,Line-S2,0.8,22.52,1416,6840,113,0,0,No Style Change,57,1.000230409
03-05-2015,Q1,Stitching Unit,Thursday,Line-S2,0.6,15.28,529,1320,0,0,0,Minor Style Revision,46,0.600099145
03-01-2015,Q1,Stitching Unit,Sunday,Line-P1,0.8,11.61,347,0,50,4,20,No Style Change,57,0.682433036
2/22/2015,Q4,Stitching Unit,Sunday,Line-S2,0.7,30.33,746,6840,0,0,0,Minor Style Revision,57,0.700605263
01-01-2015,Q1,Stitching Unit,Thursday,Line-Q2,0.75,19.31,578,6480,45,0,0,No Style Change,54,0.712205247
1/24/2015,Q4,Stitching Unit,Saturday,Line-S2,0.75,22.94,1606,10260,94,0,0,No Style Change,57,0.90064806
03-02-2015,Q1,Finishing & Quality,Monday,Line-P2,0.8,4.6,,3780,0,0,0,No Style Change,9,0.607654321
02-01-2015,Q1, Finishing & Quality ,Sunday,Line-P2,0.75,4.08,,1080,0,0,0,No Style Change,9,0.702666667
01-04-2015,Q1, Finishing & Quality ,Sunday,Line-S1,0.8,3.94,,960,0,0,0,No Style Change,8,0.915229167
01-10-2015,Q2, Finishing & Quality ,Saturday,Line-C2,0.8,2.9,,1440,0,0,0,No Style Change,8,0.628882576
1/25/2015,Q4, Finishing & Quality ,Sunday,Line-F2,0.7,4.15,,3060,0,0,0,No Style Change,17,0.973796791
02-02-2015,Q1,Stitching Unit,Monday,Line-F2,0.5,30.1,839,6960,0,0,0,No Style Change,58,0.500801724
1/15/2015,Q3,Stitching Unit,Thursday,Line-Q1,0.8,26.16,1369,10620,63,0,0,No Style Change,59,0.800117103
2/16/2015,Q3,Finishing & Quality,Monday,Line-C1,0.7,4.15,,1800,0,0,0,No Style Change,15,0.258
1/25/2015,Q4,Stitching Unit,Sunday,Line-F3,0.8,11.61,1181,5760,63,0,0,No Style Change,32,0.800386364
02-09-2015,Q2,Stitching Unit,Monday,Line-C2,0.35,30.1,901,6960,0,0,0,Minor Style Revision,58,0.350301724
02-01-2015,Q1,Stitching Unit,Sunday,Line-S1,0.8,22.94,1582,3060,113,0,0,No Style Change,58.5,1.000402055
03-08-2015,Q2,Stitching Unit,Sunday,Line-Q1,0.75,18.79,1239,5640,45,0,0,No Style Change,52,0.750371895
02-09-2015,Q2,Finishing & Quality,Monday,Line-S2,0.8,3.94,,2160,0,0,0,No Style Change,18,1.057962963
02-09-2015,Q2,Stitching Unit,Monday,Line-C1,0.35,30.1,842,6960,0,0,0,Minor Style Revision,58,0.350301724
03-04-2015,Q1,Stitching Unit,Wednesday,Line-F2,0.7,27.48,586,6960,40,0,0,No Style Change,58,0.700424138
03-11-2015,Q2,Finishing & Quality,Wednesday,Line-P2,0.8,4.6,,2160,0,0,0,No Style Change,9,0.922839506
2/28/2015,Q4,Finishing & Quality,Saturday,Line-P2,0.8,4.6,,3780,0,0,0,No Style Change,9,0.590617284
2/23/2015,Q4,Finishing & Quality,Monday,Line-C1,0.7,5.13,,960,0,0,0,No Style Change,8,0.356458333
1/14/2015,Q2,Stitching Unit,Wednesday,Line-S2,0.8,51.02,1086,4260,27,0,0,No Style Change,57,0.311207464
1/19/2015,Q3, Finishing & Quality ,Monday,Line-P1,0.7,4.15,,1440,0,0,0,No Style Change,8,0.409545455
01-01-2015,Q1, Finishing & Quality ,Thursday,Line-F1,0.75,3.94,,2160,0,0,0,No Style Change,18,0.593055556
2/28/2015,Q4,Finishing & Quality,Saturday,Line-Q1,0.75,2.9,,960,0,0,0,No Style Change,8,0.4078125
1/19/2015,Q3, Finishing & Quality ,Monday,Line-P2,0.8,2.9,,1440,0,0,0,No Style Change,8,0.793844697
02-04-2015,Q1,Stitching Unit,Wednesday,Line-Q1,0.8,22.52,1086,6960,50,0,0,No Style Change,58,0.799963218
03-04-2015,Q1,Finishing & Quality,Wednesday,Line-Q1,0.75,2.9,,960,0,0,0,No Style Change,8,0.83375
2/16/2015,Q3,Stitching Unit,Monday,Line-S1,0.8,22.52,1422,6840,113,0,0,No Style Change,57,1.000230409
1/13/2015,Q2,Stitching Unit,Tuesday,Line-Q1,0.8,26.16,1156,10620,75,0,0,No Style Change,59,0.850502311
01-11-2015,Q2, Finishing & Quality ,Sunday,Line-S2,0.8,3.94,,1440,0,0,0,No Style Change,8,0.820833333
01-06-2015,Q1,Stitching Unit,Tuesday,Line-Q2,0.75,28.08,1209,10530,45,0,0,No Style Change,58.5,0.750545455
1/31/2015,Q5, Finishing & Quality ,Saturday,Line-S3,0.8,3.94,,960,0,0,0,No Style Change,8,0.971866667
01-03-2015,Q1, Finishing & Quality ,Saturday,Line-S3,0.75,3.94,,1560,0,0,0,No Style Change,8,0.945277778
1/21/2015,Q3, Finishing & Quality ,Wednesday,Line-Q1,0.8,3.94,,2400,0,0,0,No Style Change,8,0.827147436
02-12-2015,Q2,Finishing & Quality,Thursday,Line-P2,0.8,4.08,,1080,0,0,0,No Style Change,9,0.838666667
03-09-2015,Q2,Finishing & Quality,Monday,Line-Q2,0.7,2.9,,0,960,0,0,No Style Change,8,0.477291667
03-08-2015,Q2,Finishing & Quality,Sunday,Line-Q1,0.75,2.9,,1080,0,0,0,No Style Change,9,0.929074074
02-04-2015,Q1,Stitching Unit,Wednesday,Line-C1,0.7,24.26,1471,6960,0,0,0,No Style Change,58,0.700612069
03-01-2015,Q1,Finishing & Quality,Sunday,Line-C1,0.8,4.6,,3360,0,0,0,No Style Change,8,0.350416667
1/20/2015,Q3,Stitching Unit,Tuesday,Line-Q1,0.8,26.16,399,10620,63,0,0,No Style Change,59,0.800117103
1/25/2015,Q4,Stitching Unit,Sunday,Line-F2,0.7,20.4,1217,10440,50,0,0,No Style Change,58,0.700250784
03-01-2015,Q1,Finishing & Quality,Sunday,Line-S2,0.7,3.9,,960,0,0,0,No Style Change,8,0.585
1/13/2015,Q2, Finishing & Quality ,Tuesday,Line-S1,0.8,3.94,,1440,0,0,0,No Style Change,2,0.951420455
01-12-2015,Q2, Finishing & Quality ,Monday,Line-F2,0.65,4.15,,1440,0,0,0,No Style Change,8,0.809564394
2/23/2015,Q4,Finishing & Quality,Monday,Line-Q1,0.8,2.9,,960,0,0,0,No Style Change,8,0.3715625
01-06-2015,Q1,Stitching Unit,Tuesday,Line-F1,0.8,28.08,925,10350,50,0,0,No Style Change,57.5,0.800594466
2/22/2015,Q4,Finishing & Quality,Sunday,Line-S3,0.5,5.13,,1800,0,0,0,No Style Change,15,0.8721
01-05-2015,Q1,Stitching Unit,Monday,Line-C1,0.8,25.9,1255,6780,50,0,0,No Style Change,56.5,0.800684366
2/23/2015,Q4,Stitching Unit,Monday,Line-F1,0.8,30.1,891,7140,38,0,0,Minor Style Revision,59,0.800137255
1/17/2015,Q3,Stitching Unit,Saturday,Line-P2,0.8,11.61,1039,5670,63,0,0,No Style Change,31.5,0.800246753
02-10-2015,Q2,Stitching Unit,Tuesday,Line-S3,0.8,22.52,813,0,88,0,0,No Style Change,57,0.90047076
01-06-2015,Q1, Finishing & Quality ,Tuesday,Line-S3,0.75,4.15,,1800,0,0,0,No Style Change,10,0.899166667
1/25/2015,Q4,Stitching Unit,Sunday,Line-P1,0.75,42.97,532,10260,40,0,0,No Style Change,57,0.59114168
2/19/2015,Q3,Stitching Unit,Thursday,Line-Q1,0.7,18.79,1603,6120,30,0,0,Minor Style Revision,51,0.638614379
01-10-2015,Q2,Stitching Unit,Saturday,Line-C1,0.8,25.9,970,10170,60,0,0,No Style Change,56.5,0.850136766
01-05-2015,Q1,Stitching Unit,Monday,Line-F1,0.8,28.08,759,6900,50,0,0,No Style Change,57.5,0.800076522
03-03-2015,Q1,Finishing & Quality,Tuesday,Line-P2,0.8,4.6,,3780,0,0,0,No Style Change,9,0.636049383
02-03-2015,Q1, Finishing & Quality ,Tuesday,Line-S2,0.8,3.94,,2400,0,0,0,No Style Change,20,1.001416667
1/26/2015,Q4,Stitching Unit,Monday,Line-S2,0.75,22.94,1764,10260,55,0,0,No Style Change,57,0.800034024
02-10-2015,Q2,Stitching Unit,Tuesday,Line-P1,0.8,10.05,13,3240,34,0,0,No Style Change,54,0.750648148
01-11-2015,Q2,Stitching Unit,Sunday,Line-P1,0.6,12.52,831,9540,30,0,0,No Style Change,53,0.600229846
1/15/2015,Q3, Finishing & Quality ,Thursday,Line-C1,0.8,2.9,,1440,0,0,0,No Style Change,8,0.689299242
1/13/2015,Q2,Stitching Unit,Tuesday,Line-F1,0.5,22.4,783,10170,23,0,0,No Style Change,56.5,0.500380799
1/28/2015,Q4, Finishing & Quality ,Wednesday,Line-P2,0.75,4.08,,1080,0,0,0,No Style Change,9,0.755555556
03-10-2015,Q2,Stitching Unit,Tuesday,Line-F1,0.75,26.82,1104,5880,65,0,0,No Style Change,59,0.850084211
02-01-2015,Q1,Stitching Unit,Sunday,Line-C1,0.7,24.26,1400,6720,0,0,0,No Style Change,56,0.411553571
01-07-2015,Q1,Stitching Unit,Wednesday,Line-S3,0.8,19.87,924,9900,50,0,0,No Style Change,55,0.800273829
02-07-2015,Q1,Stitching Unit,Saturday,Line-S2,0.8,22.52,1186,6900,113,0,0,No Style Change,58,1.000018551
03-05-2015,Q1,Finishing & Quality,Thursday,Line-F1,0.7,3.94,,960,0,0,0,No Style Change,8,0.812625
2/14/2015,Q2,Finishing & Quality,Saturday,Line-C1,0.7,4.15,,1800,0,0,0,No Style Change,15,0.929277778
1/29/2015,Q5,Stitching Unit,Thursday,Line-P2,0.75,15.26,1436,4200,45,0,0,No Style Change,35,0.750646667
02-05-2015,Q1,Stitching Unit,Thursday,Line-C1,0.07,24.26,1608,6960,0,0,0,No Style Change,58,0.522844828
2/15/2015,Q3,Stitching Unit,Sunday,Line-S3,0.6,30.1,1361,6960,30,0,0,Minor Style Revision,58,0.475718391
03-01-2015,Q1,Stitching Unit,Sunday,Line-C1,0.8,30.1,934,6960,0,3.5,15,No Style Change,58,0.579511494
2/19/2015,Q3,Stitching Unit,Thursday,Line-F1,0.8,30.1,859,7020,63,0,0,Minor Style Revision,58.5,0.800094017
01-08-2015,Q2, Finishing & Quality ,Thursday,Line-S1,0.8,3.94,,1440,0,0,0,No Style Change,8,0.947689394
01-07-2015,Q1,Stitching Unit,Wednesday,Line-F3,0.8,11.41,986,5490,50,0,0,No Style Change,30.5,0.800343766
1/27/2015,Q4,Stitching Unit,Tuesday,Line-F3,0.8,30.4,338,3840,34,0,0,No Style Change,32,0.622828125
02-12-2015,Q2,Stitching Unit,Thursday,Line-F1,0.7,30.1,419,7080,0,0,0,Minor Style Revision,59,0.637711864
03-01-2015,Q1,Stitching Unit,Sunday,Line-F1,0.6,26.66,692,6840,23,0,0,No Style Change,57,0.600239766
01-04-2015,Q1, Finishing & Quality ,Sunday,Line-C2,0.8,2.9,,960,0,0,0,No Style Change,8,0.682708333
02-04-2015,Q1,Finishing & Quality,Wednesday,Line-S1,0.8,3.94,,1200,0,0,0,No Style Change,10,0.929183333
2/28/2015,Q4,Finishing & Quality,Saturday,Line-F2,0.8,4.6,,7560,0,0,0,No Style Change,18,0.921604938
02-08-2015,Q2,Finishing & Quality,Sunday,Line-C1,0.7,4.15,,1440,0,0,0,No Style Change,12,0.928680556
03-10-2015,Q2,Finishing & Quality,Tuesday,Line-P2,0.8,4.6,,1080,0,0,0,No Style Change,9,0.92
2/24/2015,Q4,Stitching Unit,Tuesday,Line-C2,0.7,29.4,1079,4560,40,0,0,Major Design Shift,58,0.700518519
01-07-2015,Q1, Finishing & Quality ,Wednesday,Line-Q1,0.8,3.94,,1440,0,0,0,No Style Change,8,0.880530303
02-05-2015,Q1,Stitching Unit,Thursday,Line-C2,0.7,24.26,1167,6840,0,0,0,No Style Change,57,0.496549708
1/21/2015,Q3,Stitching Unit,Wednesday,Line-C1,0.5,22.52,1720,10080,23,0,0,No Style Change,56,0.500241342
1/15/2015,Q3,Stitching Unit,Thursday,Line-F3,0.8,11.61,1084,4950,38,0,0,No Style Change,31.5,0.80003139
02-08-2015,Q2,Stitching Unit,Sunday,Line-S2,0.8,22.52,1233,6900,113,0,0,No Style Change,57.5,1.000018551
01-04-2015,Q1,Stitching Unit,Sunday,Line-C1,0.8,25.9,1227,7020,60,0,0,No Style Change,56.5,0.850436438
1/20/2015,Q3,Stitching Unit,Tuesday,Line-P2,0.5,15.26,1352,3720,23,0,0,No Style Change,34,0.500290419
2/15/2015,Q3,Finishing & Quality,Sunday,Line-P1,0.6,2.9,,1200,0,0,0,No Style Change,10,0.715333333
01-12-2015,Q2, Finishing & Quality ,Monday,Line-S3,0.8,4.15,,1800,0,0,0,No Style Change,10,0.905454545
01-06-2015,Q1,Stitching Unit,Tuesday,Line-F2,0.65,21.98,808,10440,35,0,0,No Style Change,58,0.649983281
01-01-2015,Q1,Stitching Unit,Thursday,Line-F3,0.8,25.9,1170,1920,50,0,0,No Style Change,56,0.800381944
02-05-2015,Q1,Stitching Unit,Thursday,Line-S1,0.8,22.52,1485,6900,113,0,0,No Style Change,57.5,1.000018551
03-01-2015,Q1,Finishing & Quality,Sunday,Line-S3,0.8,4.6,,10500,0,0,0,No Style Change,25,0.936355556
01-04-2015,Q1, Finishing & Quality ,Sunday,Line-S2,0.8,3.94,,960,0,0,0,No Style Change,8,0.792104167
1/15/2015,Q3, Finishing & Quality ,Thursday,Line-Q1,0.8,3.94,,1440,0,0,0,No Style Change,8,0.858143939
03-07-2015,Q1,Stitching Unit,Saturday,Line-S1,0.7,26.82,1267,8160,70,0,0,No Style Change,58,0.850045
1/26/2015,Q4,Stitching Unit,Monday,Line-F1,0.8,22.52,1016,10170,60,0,0,No Style Change,56.5,0.850312684
2/28/2015,Q4,Stitching Unit,Saturday,Line-P1,0.8,11.61,954,0,50,0,0,Major Design Shift,58,0.800779018
2/15/2015,Q3,Stitching Unit,Sunday,Line-S2,0.8,22.52,12,6900,0,0,0,No Style Change,57.5,0.432122899
2/18/2015,Q3,Stitching Unit,Wednesday,Line-Q2,0.7,19.68,1119,5640,0,8,35,Minor Style Revision,47,0.303574468
02-09-2015,Q2,Finishing & Quality,Monday,Line-P2,0.8,4.08,,1080,0,0,0,No Style Change,9,0.272
1/18/2015,Q3,Stitching Unit,Sunday,Line-C2,0.8,25.9,1288,10170,38,0,0,No Style Change,56.5,0.800128721
1/20/2015,Q3,Stitching Unit,Tuesday,Line-F1,0.7,22.52,983,10260,63,0,0,No Style Change,57,0.750068049
2/19/2015,Q3,Finishing & Quality,Thursday,Line-P2,0.8,5.13,,2160,0,0,0,No Style Change,9,0.609583333
1/18/2015,Q3, Finishing & Quality ,Sunday,Line-C2,0.8,2.9,,1440,0,0,0,No Style Change,8,0.639867424
01-10-2015,Q2, Finishing & Quality ,Saturday,Line-S3,0.75,4.15,,2760,0,0,0,No Style Change,12,0.930340376
01-07-2015,Q1,Stitching Unit,Wednesday,Line-P1,0.8,31.83,568,9900,40,0,0,No Style Change,55,0.412119835
03-05-2015,Q1,Finishing & Quality,Thursday,Line-C2,0.8,4.6,,2640,0,0,0,No Style Change,22,0.980984848
02-02-2015,Q1, Finishing & Quality ,Monday,Line-C2,0.65,4.15,,960,0,0,0,No Style Change,8,0.561979167
02-10-2015,Q2,Stitching Unit,Tuesday,Line-S2,0.8,22.52,1512,0,88,0,0,No Style Change,57,0.899984058
02-08-2015,Q2,Stitching Unit,Sunday,Line-P2,0.8,15.26,1026,2880,63,0,0,No Style Change,34,0.800355208
01-04-2015,Q1,Stitching Unit,Sunday,Line-S2,0.8,28.08,782,6660,50,0,0,No Style Change,55.5,0.800237838
02-11-2015,Q2,Stitching Unit,Wednesday,Line-C1,0.6,30.1,829,3360,23,0,0,Minor Style Revision,58,0.600070513
2/16/2015,Q3,Stitching Unit,Monday,Line-P1,0.7,11.41,680,2160,30,0,0,Major Design Shift,54,0.565972222
1/21/2015,Q3, Finishing & Quality ,Wednesday,Line-S2,0.7,3.94,,5100,0,0,0,No Style Change,17,0.912202112
03-09-2015,Q2,Finishing & Quality,Monday,Line-C2,0.65,3.9,,0,960,0,0,No Style Change,8,0.2640625
01-08-2015,Q2, Finishing & Quality ,Thursday,Line-C2,0.8,2.9,,1440,0,0,0,No Style Change,8,0.735984848
1/27/2015,Q4,Stitching Unit,Tuesday,Line-Q1,0.7,29.12,1294,6960,50,0,0,No Style Change,58,0.700386207
02-07-2015,Q1,Finishing & Quality,Saturday,Line-F1,0.8,4.3,,960,0,0,0,No Style Change,8,0.447916667
1/24/2015,Q4, Finishing & Quality ,Saturday,Line-S3,0.75,3.94,,1440,0,0,0,No Style Change,8,0.895454545
2/23/2015,Q4,Stitching Unit,Monday,Line-F3,0.75,18.79,1100,3960,45,0,0,No Style Change,33,0.75065101
2/24/2015,Q4,Stitching Unit,Tuesday,Line-F3,0.75,18.79,913,3360,45,0,0,No Style Change,33,0.75065101
1/19/2015,Q3, Finishing & Quality ,Monday,Line-F2,0.65,4.15,,1440,0,0,0,No Style Change,8,0.958901515
01-03-2015,Q1, Finishing & Quality ,Saturday,Line-F1,0.8,4.15,,6600,0,0,0,No Style Change,20,0.988024691
02-09-2015,Q2,Stitching Unit,Monday,Line-P1,0.75,10.05,103,0,45,0,0,No Style Change,54,0.750648148
01-03-2015,Q1, Finishing & Quality ,Saturday,Line-Q2,0.7,4.15,,960,0,0,0,No Style Change,8,0.7018125
2/18/2015,Q3,Finishing & Quality,Wednesday,Line-F3,0.8,2.9,,1440,0,0,0,No Style Change,12,0.936861111
1/29/2015,Q5, Finishing & Quality ,Thursday,Line-P1,0.6,2.9,,960,0,0,0,No Style Change,8,0.864583333
2/18/2015,Q3,Stitching Unit,Wednesday,Line-F1,0.8,30.1,864,480,50,0,0,Minor Style Revision,58,0.800980392
03-04-2015,Q1,Stitching Unit,Wednesday,Line-F3,0.75,18.79,52,3960,0,0,0,No Style Change,33,0.332146465
1/24/2015,Q4,Stitching Unit,Saturday,Line-P1,0.75,42.97,1282,10260,56,0,0,No Style Change,57,0.750041201
2/17/2015,Q3,Stitching Unit,Tuesday,Line-Q1,0.65,18.79,2120,5520,0,0,0,Minor Style Revision,51,0.650134
1/31/2015,Q5,Stitching Unit,Saturday,Line-F2,0.7,50.89,282,5880,56,0,0,No Style Change,59,0.656763743
2/14/2015,Q2,Finishing & Quality,Saturday,Line-C2,0.7,4.15,,960,0,0,0,No Style Change,8,0.725625
03-04-2015,Q1,Stitching Unit,Wednesday,Line-C2,0.8,29.4,30,6840,0,0,0,No Style Change,57,0.433263158
2/23/2015,Q4,Finishing & Quality,Monday,Line-S3,0.8,5.13,,2160,0,0,0,No Style Change,18,0.87115
01-03-2015,Q1, Finishing & Quality ,Saturday,Line-C2,0.8,2.9,,960,0,0,0,No Style Change,8,0.628333333
01-11-2015,Q2,Stitching Unit,Sunday,Line-S1,0.8,26.16,1383,10620,75,0,0,No Style Change,59,0.850502311
1/14/2015,Q2,Stitching Unit,Wednesday,Line-C2,0.8,25.9,1218,10170,60,0,0,No Style Change,56.5,0.850136766
2/17/2015,Q3,Stitching Unit,Tuesday,Line-F1,0.75,30.1,849,7020,45,0,0,Minor Style Revision,58,0.750356125
03-05-2015,Q1,Stitching Unit,Thursday,Line-F2,0.7,27.48,230,6960,40,0,0,No Style Change,58,0.700424138
03-10-2015,Q2,Stitching Unit,Tuesday,Line-C2,0.7,30.48,923,6840,30,0,0,Minor Style Revision,57,0.700505263
2/15/2015,Q3,Stitching Unit,Sunday,Line-Q1,0.5,18.79,1688,5280,0,0,0,Minor Style Revision,54,0.283054487
03-11-2015,Q2,Finishing & Quality,Wednesday,Line-S3,0.8,4.6,,1920,0,0,0,No Style Change,8,0.786631944
1/28/2015,Q4,Stitching Unit,Wednesday,Line-P2,0.75,15.26,1429,3600,45,0,0,No Style Change,35,0.750283333
01-10-2015,Q2,Stitching Unit,Saturday,Line-C2,0.8,25.9,1158,10170,60,0,0,No Style Change,56.5,0.850136766
02-07-2015,Q1,Stitching Unit,Saturday,Line-S3,0.8,22.52,1060,6840,100,0,0,No Style Change,57,0.950185965
02-08-2015,Q2,Finishing & Quality,Sunday,Line-S2,0.8,3.94,,2160,0,0,0,No Style Change,18,0.875555556
2/19/2015,Q3,Stitching Unit,Thursday,Line-S3,0.7,30.1,247,6960,50,0,0,Minor Style Revision,58,0.700603448
1/17/2015,Q3,Stitching Unit,Saturday,Line-S1,0.8,48.68,171,10620,63,0,0,No Style Change,59,0.800117103
02-05-2015,Q1,Finishing & Quality,Thursday,Line-C1,0.7,3.94,,1200,0,0,0,No Style Change,10,0.8471
03-11-2015,Q2,Stitching Unit,Wednesday,Line-F1,0.75,26.82,1054,7080,45,0,0,No Style Change,59,0.750050847
02-09-2015,Q2,Finishing & Quality,Monday,Line-C2,0.35,4.15,,1800,0,0,0,No Style Change,15,0.707111111
2/22/2015,Q4,Finishing & Quality,Sunday,Line-P1,0.6,2.9,,2880,0,0,0,No Style Change,12,0.805555556
02-02-2015,Q1,Stitching Unit,Monday,Line-F1,0.8,22.52,23122,5940,50,0,0,No Style Change,56.5,0.800393224
